label,sentence
1,THIS TABLET IS GREAT FOR THE PRICE. ABLE TO PLAY GAMES WATCH VIDEOS AND USE THE INTERNET. ITS GREAT FOR KIDS AS WELL
1,"Good qualities , capable of answering 80% of all questions. Somewhat disappointed."
1,"A friend had an Amazon Echo and my wife loved it. I surprised her with one for her birthday. She uses it everyday for weather, news and music. Great device and easy to use"
1,"My old Kindle was not working so good anymore so bought this one on a Black Friday Deal from Best Buy. Price was great. The only problem I had was that at times it did not seem to be charging well or fast. I took it back to Best Buy and they would have replaced it for me but then would have lost all progress in games I had played. The person at Tech Support suggested that I change the plug in ""brick"". He said that they have had problems with that. I can use the same plug that I use for my iphone and now it charges fine. Glad that it was an easy fix."
1,"Such a a great tablet that does everything, love it!"
1,"This fast charger gets my Kindle HD up to 100 in about two hours much, much faster than the regular 5W charger.-It doesnt hog two outlets when you plug it in. This new design is taller and narrower than the old square charger so it doesnt cover two outlets in a power strip. Its about 2.5 tall, 1.5 wide, and 1 deep.-It has a USB socket. You can use any Kindle micro-to-USB cable of any length. I use the economical AmazonBasics Micro-USB to USB Cable - 6 Feet with no problem.-It charges my Kindle HD from 25 to 100 in about two hours.My only quibble about it is that the two power prongs dont fold into the body of the charger for storage as they did with the old version. But thats just a quibble."
1,Best Birthday present I ever got... I have my lights set up using Alexa and thermostat.. Also use the shopping list everyday helps to remember when I am at the store shopping.. love playing millions of trivia games and all the information she gives all day.. also love the many new apps added almost ever day... I Love my Alexa I highly recommend it!!
1,Very nice to have in the kitchen/living room area… Just ask what the weather is… The time… Play music… The news… Turn lights on… Works great!
1,"One of the coolest pieces of tech I own !! Playing music on command is just one fun feature of the Amazon Echo, it is capable of so much more."
1,Better than advertised. Stunning sound quality! Long distance voice recognition is spot on accurrate
0,We're finding it hard to navigate this thing. Others (mostly the young ones) think it's easy.
1,"Nice tablet , does everything i need and easy to use."
1,"This was supposed to be a gift for Christmas, but after I bought it , I had to keep it for myself."
1,picked up this fire tablet for the simple reason of reading ebooks purchased through kindle rather than on my phone. it's small enough I can stash it in my bag and easy on the wallet if anything happens to it. go ahead and pick up a case for it and maybe a glass screen protector for added piece of mind
1,I got this for only $50 with my Harmony remote and I really like the way it works
1,"So far fire tv has been just what I expected, works well, gives me what I wanted,"
1,I bought this for my God daughter whom just wanted to FaceTime on Facebook messenger. Works great for the price.
1,"All of our kids - ages 4, 7 and 8 - have had their own Kindle Fire for almost two years. They're generally pretty careful with them since they've been told that broken Kindles will not be replaced. In one case, the Kindle simply stopped working - it would no longer turn on. There was a great deal going on so we did replace it. What a perfect product for a child! So many apps are available and they can learn new things while thinking they're just having fun. ;)"
1,Little bit of learning curve but love it now. Probably will buy fire stick for other tv.
1,"So far so good. Inserted the micro SD card into my tablet and it works fine. I must say that it took 6 days to get here. If they had put it into the US mail, it would have been 3 days. UPS took forever and then they gave it to the USPS. DUH??!!! Amazon is better on shipping."
